@relation powersupply
@attribute width  numeric
@attribute height numeric
@attribute color  {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}
@data
0.314612,0.327103,10
0.310046,0.345794,11
0.314612,0.327103,12
0.278082,0.285047,13
0.259817,0.28972,14
0.264384,0.275701,15
0.214155,0.228972,16
0.200457,0.219626,17
0.19589,0.21028,18
0.191324,0.219626,19
0.250685,0.280374,20
0.287215,0.303738,21
0.383105,0.411215,22
0.383105,0.401869,23
0.291781,0.308411,0
0.214155,0.233645,1
0.196347,0.186916,2
0.187215,0.191589,3
0.159817,0.17757,4
0.178082,0.200935,5
0.187215,0.196262,6
0.342466,0.32243,7
0.538813,0.53271,8
0.652968,0.705607,9
0.694064,0.705607,10
0.689498,0.663551,11
0.648402,0.654206,12
0.593607,0.574766,13
0.648402,0.61215,14
0.625571,0.621495,15
0.616438,0.630841,16
0.584475,0.574766,17
0.589041,0.565421,18
0.598174,0.574766,19
0.511416,0.546729,20
0.520548,0.584112,21
0.525114,0.579439,22
0.488584,0.504673,23
0.360731,0.369159,0
0.3379,0.317757,1
0.251142,0.257009,2
0.232877,0.252336,3
0.223744,0.224299,4
0.242009,0.242991,5
0.237443,0.238318,6
0.373516,0.331776,7
0.554795,0.514019,8
0.66895,0.668224,9
0.705479,0.682243,10
0.696347,0.672897,11
0.664384,0.658879,12
0.600457,0.574766,13
0.641553,0.649533,14
0.663927,0.654206,15
0.691324,0.700935,16
0.673059,0.686916,17
0.609132,0.593458,18
0.56347,0.556075,19
0.548858,0.551402,20
0.585388,0.602804,21
0.506849,0.528037,22
0.493151,0.46729,23
0.408219,0.429907,0
0.284932,0.308411,1
0.266667,0.233645,2
0.252968,0.238318,3
0.248402,0.252336,4
0.316895,0.266355,5
0.289498,0.294393,6
0.411872,0.411215,7
0.615525,0.635514,8
0.749772,0.761682,9
0.76347,0.78972,10
0.768493,0.771028,11
0.734247,0.757009,12
0.656621,0.658879,13
0.643836,0.663551,14
0.661187,0.67757,15
0.674886,0.691589,16
0.624658,0.635514,17
0.524201,0.602804,18
0.63379,0.626168,19
0.592694,0.570093,20
0.606393,0.593458,21
0.524201,0.53271,22
0.490868,0.542056,23
0.426941,0.392523,0
0.333333,0.364486,1
0.260274,0.275701,2
0.232877,0.238318,3
0.250685,0.261682,4
0.263927,0.266355,5
0.23653,0.242991,6
0.423744,0.411215,7
0.652055,0.635514,8
0.743379,0.733645,9
0.747945,0.724299,10
0.738813,0.738318,11
0.715982,0.635514,12
0.620091,0.621495,13
0.620091,0.616822,14
0.629224,0.621495,15
0.647489,0.658879,16
0.59726,0.598131,17
0.432877,0.560748,18
0.547032,0.523364,19
0.515068,0.5,20
0.515068,0.490654,21
0.542466,0.542056,22
0.511416,0.495327,23
0.374429,0.38785,0
0.301826,0.331776,1
0.283105,0.28972,2
0.223744,0.242991,3
0.178082,0.247664,4
0.246575,0.257009,5
0.200913,0.238318,6
0.401826,0.369159,7
0.607306,0.579439,8
0.748858,0.724299,9
0.739726,0.714953,10
0.716895,0.67757,11
0.675799,0.67757,12
0.561644,0.602804,13
0.598174,0.602804,14
0.621005,0.61215,15
0.625571,0.616822,16
0.570776,0.556075,17
0.525114,0.490654,18
0.484018,0.481308,19
0.442922,0.448598,20
0.442922,0.443925,21
0.543379,0.490654,22
0.447489,0.471963,23
0.394977,0.359813,0
0.294521,0.28972,1
0.262557,0.247664,2
0.239726,0.233645,3
0.221461,0.233645,4
0.211872,0.219626,5
0.170776,0.182243,6
0.243379,0.242991,7
0.399087,0.38785,8
0.490411,0.485981,9
0.517808,0.518692,10
0.50411,0.485981,11
0.440183,0.434579,12
0.394521,0.392523,13
0.344292,0.35514,14
0.321461,0.341121,15
0.33516,0.341121,16
0.33242,0.341121,17
0.346119,0.350467,18
0.346119,0.364486,19
0.359817,0.364486,20
0.412785,0.383178,21
0.389954,0.420561,22
0.344292,0.350467,23
0.276712,0.308411,0
0.23105,0.228972,1
0.208219,0.21028,2
0.171689,0.17757,3
0.162557,0.168224,4
0.148858,0.172897,5
0.09863,0.093458,6
0.094064,0.102804,7
0.153425,0.172897,8
0.235616,0.242991,9
0.285845,0.308411,10
0.30411,0.327103,11
0.30411,0.327103,12
0.263014,0.285047,13
0.235616,0.238318,14
0.23105,0.228972,15
0.194521,0.214953,16
0.194521,0.214953,17
0.199087,0.196262,18
0.244749,0.266355,19
0.285845,0.308411,20
0.322374,0.336449,21
0.4,0.336449,22
0.368037,0.373832,23
0.26758,0.299065,0
0.226484,0.233645,1
0.167123,0.17757,2
0.167123,0.172897,3
0.180822,0.17757,4
0.189954,0.191589,5
0.176256,0.17757,6
0.349772,0.35514,7
0.605479,0.584112,8
0.692237,0.696262,9
0.693151,0.691589,10
0.669406,0.686916,11
0.614612,0.640187,12
0.591781,0.61215,13
0.632877,0.649533,14
0.600913,0.616822,15
0.608219,0.616822,16
0.555251,0.565421,17
0.518721,0.514019,18
0.518721,0.518692,19
0.468493,0.457944,20
0.463927,0.453271,21
0.49589,0.504673,22
0.445662,0.462617,23
0.386301,0.364486,0
0.272603,0.285047,1
0.249772,0.257009,2
0.226941,0.242991,3
0.26347,0.280374,4
0.231507,0.247664,5
0.194977,0.196262,6
0.354795,0.373832,7
0.56895,0.570093,8
0.660274,0.67757,9
0.660274,0.686916,10
0.651142,0.67757,11
0.632877,0.654206,12
0.568037,0.574766,13
0.577169,0.574766,14
0.56347,0.584112,15
0.590868,0.621495,16
0.559817,0.546729,17
0.514155,0.504673,18
0.491324,0.495327,19
0.450228,0.443925,20
0.459361,0.453271,21
0.500457,0.523364,22
0.473973,0.5,23
0.375342,0.383178,0
0.294977,0.303738,1
0.235616,0.257009,2
0.217352,0.233645,3
0.208219,0.224299,4
0.222374,0.242991,5
0.194521,0.21028,6
0.377169,0.378505,7
0.559817,0.588785,8
0.683105,0.672897,9
0.692237,0.682243,10
0.677626,0.67757,11
0.617352,0.649533,12
0.582648,0.584112,13
0.591781,0.593458,14
0.619178,0.626168,15
0.60137,0.598131,16
0.573973,0.560748,17
0.551142,0.523364,18
0.491781,0.471963,19
0.450685,0.448598,20
0.478082,0.453271,21
0.500913,0.5,22
0.482648,0.495327,23
0.39589,0.415888,0
0.313699,0.336449,1
0.236073,0.247664,2
0.231963,0.228972,3
0.246119,0.247664,4
0.218721,0.219626,5
0.204566,0.21028,6
0.387215,0.383178,7
0.620091,0.588785,8
0.711416,0.691589,9
0.719635,0.719626,10
0.693151,0.691589,11
0.67032,0.682243,12
0.601826,0.598131,13
0.588128,0.579439,14
0.610046,0.61215,15
0.608219,0.61215,16
0.589954,0.579439,17
0.563927,0.556075,18
0.578995,0.551402,19
0.578995,0.551402,20
0.588128,0.574766,21
0.50137,0.528037,22
0.496804,0.481308,23
0.382648,0.415888,0
0.378539,0.294393,1
0.264384,0.275701,2
0.227854,0.238318,3
0.250685,0.257009,4
0.218721,0.228972,5
0.200457,0.205607,6
0.360274,0.35514,7
0.561644,0.542056,8
0.666667,0.682243,9
0.666667,0.686916,10
0.666667,0.686916,11
0.630137,0.626168,12
0.589041,0.602804,13
0.60274,0.621495,14
0.60274,0.607477,15
0.630137,0.630841,16
0.598174,0.588785,17
0.520548,0.537383,18
0.525114,0.5,19
0.506849,0.476636,20
0.561644,0.542056,21
0.525114,0.485981,22
0.456164,0.476636,23
0.373973,0.406542,0
0.308676,0.317757,1
0.260274,0.261682,2
0.242466,0.252336,3
0.220091,0.238318,4
0.210959,0.21028,5
0.160731,0.196262,6
0.27032,0.271028,7
0.370776,0.411215,8
0.475799,0.504673,9
0.49863,0.514019,10
0.471233,0.518692,11
0.466667,0.476636,12
0.393607,0.397196,13
0.361644,0.378505,14
0.351598,0.35514,15
0.356164,0.345794,16
0.343379,0.336449,17
0.343379,0.35514,18
0.375342,0.378505,19
0.416438,0.415888,20
0.443836,0.429907,21
0.434703,0.448598,22
0.32968,0.369159,23
0.301826,0.313084,0
0.241553,0.252336,1
0.186758,0.205607,2
0.168493,0.191589,3
0.158904,0.17757,4
0.168037,0.168224,5
0.108676,0.11215,6
0.117808,0.102804,7
0.173516,0.186916,8
0.232877,0.252336,9
0.279452,0.299065,10
0.315068,0.317757,11
0.305936,0.313084,12
0.26484,0.275701,13
0.223744,0.238318,14
0.214612,0.233645,15
0.219178,0.238318,16
0.255708,0.238318,17
0.232877,0.238318,18
0.255708,0.271028,19
0.281279,0.299065,20
0.349772,0.308411,21
0.39726,0.415888,22
0.365297,0.392523,23
0.278539,0.303738,0
0.214612,0.233645,1
0.182192,0.21028,2
0.154795,0.182243,3
0.145662,0.17757,4
0.163927,0.182243,5
0.168493,0.172897,6
0.33516,0.308411,7
0.522831,0.542056,8
0.655251,0.654206,9
0.667123,0.663551,10
0.676256,0.67757,11
0.626027,0.635514,12
0.563927,0.551402,13
0.563927,0.560748,14
0.582192,0.593458,15
0.609132,0.607477,16
0.554338,0.546729,17
0.531507,0.523364,18
0.499543,0.476636,19
0.463014,0.448598,20
0.477169,0.46729,21
0.468037,0.490654,22
0.431507,0.448598,23
0.349315,0.336449,0
0.253425,0.271028,1
0.230594,0.233645,2
0.194064,0.21028,3
0.19863,0.200935,4
0.221461,0.233645,5
0.174886,0.182243,6
0.375799,0.397196,7
0.540183,0.546729,8
0.66347,0.67757,9
0.695434,0.700935,10
0.686301,0.700935,11
0.640639,0.640187,12
0.563014,0.565421,13
0.585845,0.556075,14
0.594977,0.584112,15
0.594977,0.598131,16
0.553881,0.556075,17
0.540183,0.537383,18
0.526484,0.528037,19
0.471689,0.46729,20
0.467123,0.462617,21
0.480822,0.509346,22
0.485388,0.495327,23
0.366667,0.397196,0
0.293607,0.28972,1
0.206849,0.252336,2
0.193151,0.214953,3
0.234247,0.224299,4
0.215982,0.228972,5
0.192237,0.21028,6
0.356621,0.327103,7
0.548402,0.565421,8
0.676256,0.672897,9
0.657991,0.67757,10
0.642009,0.663551,11
0.607763,0.621495,12
0.543836,0.556075,13
0.594064,0.579439,14
0.594064,0.598131,15
0.594064,0.61215,16
0.552968,0.556075,17
0.516438,0.495327,18
0.498174,0.457944,19
0.46621,0.439252,20
0.470776,0.457944,21
0.525571,0.528037,22
0.457078,0.439252,23
0.384018,0.38785,0
0.306393,0.308411,1
0.233333,0.233645,2
0.210502,0.21028,3
0.215068,0.205607,4
0.210502,0.21028,5
0.215068,0.219626,6
0.365753,0.364486,7
0.5621,0.551402,8
0.685388,0.691589,9
0.708676,0.728972,10
0.708676,0.733645,11
0.658447,0.691589,12
0.599087,0.607477,13
0.603653,0.630841,14
0.576256,0.607477,15
0.580822,0.593458,16
0.548858,0.551402,17
0.539726,0.537383,18
0.475799,0.481308,19
0.443836,0.448598,20
0.443836,0.425234,21
0.484932,0.485981,22
0.443836,0.448598,23
0.374886,0.401869,0
0.292694,0.28972,1
0.265297,0.238318,2
0.306393,0.257009,3
0.233333,0.247664,4
0.233333,0.252336,5
0.16895,0.196262,6
0.36895,0.481308,7
0.5379,0.584112,8
0.661187,0.67757,9
0.665753,0.696262,10
0.651598,0.67757,11
0.624658,0.626168,12
0.551598,0.556075,13
0.556621,0.593458,14
0.584018,0.602804,15
0.561187,0.616822,16
0.524658,0.53271,17
0.524658,0.509346,18
0.49726,0.490654,19
0.4379,0.434579,20
0.415068,0.406542,21
0.456164,0.476636,22
0.42968,0.453271,23
0.356621,0.415888,0
0.313242,0.317757,1
0.221918,0.299065,2
0.199087,0.21028,3
0.23105,0.233645,4
0.249315,0.261682,5
0.153425,0.158879,6
0.226484,0.238318,7
0.338356,0.359813,8
0.447945,0.471963,9
0.479909,0.485981,10
0.479909,0.495327,11
0.420548,0.439252,12
0.365753,0.383178,13
0.347489,0.359813,14
0.324201,0.341121,15
0.310502,0.331776,16
0.292237,0.313084,17
0.296804,0.317757,18
0.310502,0.327103,19
0.296804,0.317757,20
0.302283,0.317757,21
0.384018,0.397196,22
0.105936,0.350467,23
0.284018,0.299065,0
0.243379,0.247664,1
0.193151,0.191589,2
0.165753,0.172897,3
0.147489,0.163551,4
0.152055,0.158879,5
0.085845,0.093458,6
0.090411,0.107477,7
0.145205,0.154206,8
0.225114,0.247664,9
0.279909,0.28972,10
0.270776,0.294393,11
0.279909,0.294393,12
0.22968,0.247664,13
0.206849,0.205607,14
0.193151,0.21028,15
0.175799,0.191589,16
0.175799,0.182243,17
0.19863,0.182243,18
0.192694,0.21028,19
0.220091,0.224299,20
0.254338,0.294393,21
0.382192,0.38785,22
0.359361,0.38785,23
0.286301,0.308411,0
0.231507,0.261682,1
0.20411,0.224299,2
0.190411,0.200935,3
0.190411,0.191589,4
0.213242,0.228972,5
0.161187,0.182243,6
0.309589,0.303738,7
0.517352,0.537383,8
0.626941,0.654206,9
0.640639,0.668224,10
0.630137,0.64486,11
0.619635,0.61215,12
0.560274,0.574766,13
0.607306,0.598131,14
0.598174,0.602804,15
0.612785,0.621495,16
0.557991,0.574766,17
0.514612,0.485981,18
0.506393,0.5,19
0.447032,0.457944,20
0.451598,0.453271,21
0.474429,0.514019,22
0.433333,0.46729,23
0.369406,0.397196,0
0.278082,0.35514,1
0.278082,0.299065,2
0.259817,0.285047,3
0.223288,0.252336,4
0.23242,0.257009,5
0.205023,0.214953,6
0.342009,0.341121,7
0.546575,0.556075,8
0.674429,0.67757,9
0.720091,0.700935,10
0.710959,0.700935,11
0.669863,0.654206,12
0.615068,0.607477,13
0.612785,0.616822,14
0.657534,0.64486,15
0.6621,0.668224,16
0.616438,0.61215,17
0.585388,0.565421,18
0.526027,0.523364,19
0.49863,0.46729,20
0.484932,0.46729,21
0.512329,0.528037,22
0.553425,0.5,23
0.430137,0.425234,0
0.315982,0.331776,1
0.288584,0.275701,2
0.247489,0.252336,3
0.261187,0.252336,4
0.237443,0.247664,5
0.238356,0.242991,6
0.382192,0.38785,7
0.589954,0.579439,8
0.722374,0.742991,9
0.736073,0.738318,10
0.726941,0.738318,11
0.699543,0.700935,12
0.658447,0.658879,13
0.653881,0.649533,14
0.663014,0.658879,15
0.66758,0.682243,16
0.647032,0.654206,17
0.608219,0.588785,18
0.585388,0.556075,19
0.53516,0.518692,20
0.448402,0.434579,21
0.494064,0.490654,22
0.484932,0.471963,23
0.416438,0.392523,0
0.320091,0.336449,1
0.274429,0.275701,2
0.256164,0.271028,3
0.260731,0.261682,4
0.247032,0.257009,5
0.215068,0.228972,6
0.386301,0.392523,7
0.5621,0.621495,8
0.680822,0.733645,9
0.708219,0.724299,10
0.707306,0.728972,11
0.689041,0.672897,12
0.593151,0.635514,13
0.643379,0.640187,14
0.647945,0.67757,15
0.652511,0.649533,16
0.62968,0.61215,17
0.588584,0.579439,18
0.529224,0.53271,19
0.501826,0.504673,20
0.465297,0.462617,21
0.506393,0.53271,22
0.510959,0.542056,23
0.40274,0.406542,0
0.315068,0.317757,1
0.255708,0.257009,2
0.236073,0.242991,3
0.223744,0.228972,4
0.246575,0.247664,5
0.227397,0.224299,6
0.392694,0.359813,7
0.56621,0.560748,8
0.687671,0.696262,9
0.728767,0.714953,10
0.742466,0.761682,11
0.7379,0.733645,12
0.619178,0.616822,13
0.627854,0.61215,14
0.631507,0.635514,15
0.636073,0.588785,16
0.573059,0.579439,17
0.541096,0.509346,18
0.513699,0.504673,19
0.468037,0.415888,20
0.412329,0.411215,21
0.476256,0.476636,22
0.426027,0.429907,23
0.33379,0.35514,0
0.297717,0.313084,1
0.214612,0.200935,2
0.214612,0.200935,3
0.2,0.17757,4
0.177169,0.186916,5
0.122374,0.140187,6
0.177169,0.186916,7
0.303196,0.299065,8
0.353425,0.369159,9
0.380822,0.392523,10
0.370776,0.373832,11
0.40274,0.373832,12
0.331963,0.327103,13
0.288584,0.280374,14
0.27032,0.271028,15
0.27032,0.271028,16
0.252055,0.247664,17
0.238356,0.252336,18
0.247489,0.252336,19
0.265753,0.257009,20
0.284018,0.266355,21
0.338813,0.345794,22
0.320548,0.313084,23
0.267123,0.275701,0
0.226027,0.233645,1
0.196347,0.196262,2
0.1621,0.163551,3
0.159817,0.158879,4
0.148402,0.154206,5
0.06621,0.070093,6
0.079909,0.079439,7
0.143836,0.14486,8
0.19863,0.200935,9
0.226027,0.238318,10
0.253425,0.257009,11
0.23516,0.224299,12
0.200913,0.191589,13
0.159817,0.158879,14
0.152968,0.149533,15
0.166667,0.149533,16
0.139269,0.140187,17
0.16621,0.168224,18
0.189041,0.172897,19
0.20274,0.214953,20
0.239269,0.238318,21
0.357991,0.369159,22
0.362557,0.364486,23
0.299087,0.299065,0
0.216895,0.205607,1
0.148402,0.172897,2
0.157534,0.158879,3
0.166667,0.158879,4
0.184932,0.182243,5
0.216895,0.163551,6
0.353881,0.308411,7
0.509132,0.504673,8
0.636986,0.640187,9
0.646119,0.658879,10
0.655251,0.663551,11
0.63242,0.635514,12
0.582192,0.579439,13
0.605023,0.607477,14
0.611416,0.630841,15
0.625114,0.640187,16
0.573973,0.588785,17
0.505479,0.523364,18
0.496804,0.490654,19
0.460274,0.434579,20
0.455708,0.439252,21
0.50137,0.542056,22
0.478539,0.5,23
0.405936,0.415888,0
0.332877,0.383178,1
0.259817,0.261682,2
0.241553,0.266355,3
0.241553,0.261682,4
0.23653,0.261682,5
0.227397,0.224299,6
0.359817,0.38785,7
0.556164,0.602804,8
0.715982,0.705607,9
0.708219,0.705607,10
0.708219,0.728972,11
0.671233,0.682243,12
0.615982,0.621495,13
0.617352,0.630841,14
0.663014,0.658879,15
0.653881,0.658879,16
0.649315,0.626168,17
0.584475,0.574766,18
0.506393,0.542056,19
0.493151,0.504673,20
0.506849,0.481308,21
0.521005,0.514019,22
0.470776,0.5,23
0.411416,0.420561,0
0.305479,0.336449,1
0.273516,0.299065,2
0.296347,0.294393,3
0.250685,0.266355,4
0.23242,0.257009,5
0.214155,0.233645,6
0.36484,0.359813,7
0.574886,0.588785,8
0.722374,0.67757,9
0.698174,0.705607,10
0.711872,0.724299,11
0.606849,0.663551,12
0.597717,0.607477,13
0.62968,0.598131,14
0.638813,0.64486,15
0.634247,0.640187,16
0.597717,0.630841,17
0.571233,0.570093,18
0.511416,0.509346,19
0.469406,0.453271,20
0.469406,0.462617,21
0.556164,0.523364,22
0.478995,0.490654,23
0.424201,0.425234,0
0.328311,0.32243,1
0.26895,0.266355,2
0.23242,0.224299,3
0.241553,0.233645,4
0.250685,0.238318,5
0.219635,0.219626,6
0.406849,0.369159,7
0.561187,0.570093,8
0.707763,0.733645,9
0.721005,0.742991,10
0.711416,0.724299,11
0.697717,0.691589,12
0.638356,0.649533,13
0.642922,0.654206,14
0.661187,0.682243,15
0.674886,0.700935,16
0.63379,0.654206,17
0.592694,0.579439,18
0.5379,0.537383,19
0.476256,0.462617,20
0.461187,0.471963,21
0.493607,0.528037,22
0.479909,0.476636,23
0.371233,0.378505,0
0.315525,0.32243,1
0.311416,0.317757,2
0.274429,0.266355,3
0.238356,0.233645,4
0.246575,0.242991,5
0.237443,0.242991,6
0.356164,0.336449,7
0.630137,0.635514,8
0.689498,0.71028,9
0.730594,0.728972,10
0.717808,0.742991,11
0.736073,0.738318,12
0.636986,0.635514,13
0.636986,0.64486,14
0.658447,0.682243,15
0.663014,0.67757,16
0.608219,0.621495,17
0.484475,0.593458,18
0.548402,0.546729,19
0.492237,0.485981,20
0.446575,0.462617,21
0.473973,0.5,22
0.465297,0.471963,23
0.332877,0.397196,0
0.317808,0.350467,1
0.26758,0.299065,2
0.253881,0.261682,3
0.249315,0.261682,4
0.249315,0.275701,5
0.194521,0.214953,6
0.258447,0.261682,7
0.413699,0.406542,8
0.521005,0.546729,9
0.534703,0.551402,10
0.517808,0.504673,11
0.455708,0.462617,12
0.428311,0.443925,13
0.364384,0.364486,14
0.373059,0.369159,15
0.373059,0.364486,16
0.386758,0.369159,17
0.368493,0.350467,18
0.414155,0.359813,19
0.391324,0.299065,20
0.281735,0.303738,21
0.405023,0.392523,22
0.357991,0.369159,23
0.309132,0.317757,0
0.269406,0.257009,1
0.219178,0.233645,2
0.200913,0.21028,3
0.191781,0.196262,4
0.200913,0.196262,5
0.122831,0.140187,6
0.131963,0.116822,7
0.172146,0.163551,8
0.236073,0.224299,9
0.295434,0.285047,10
0.295434,0.275701,11
0.286301,0.271028,12
0.258904,0.252336,13
0.236073,0.233645,14
0.231507,0.214953,15
0.217808,0.21028,16
0.226941,0.205607,17
0.233333,0.224299,18
0.269863,0.247664,19
0.278995,0.271028,20
0.283562,0.280374,21
0.389498,0.392523,22
0.357534,0.383178,23
0.289041,0.313084,0
0.215982,0.224299,1
0.215982,0.214953,2
0.197717,0.205607,3
0.188584,0.228972,4
0.206849,0.21028,5
0.184018,0.200935,6
0.348402,0.350467,7
0.544749,0.556075,8
0.677169,0.67757,9
0.681735,0.67757,10
0.668037,0.67757,11
0.66347,0.658879,12
0.613699,0.621495,13
0.618265,0.607477,14
0.654795,0.640187,15
0.645662,0.64486,16
0.6,0.584112,17
0.6,0.565421,18
0.522374,0.46729,19
0.46758,0.420561,20
0.435616,0.411215,21
0.489954,0.490654,22
0.453425,0.462617,23
0.343836,0.35514,0
0.311872,0.275701,1
0.320091,0.252336,2
0.247032,0.247664,3
0.215068,0.224299,4
0.228767,0.238318,5
0.196804,0.205607,6
0.361187,0.369159,7
0.516438,0.53271,8
0.685388,0.686916,9
0.676256,0.691589,10
0.654795,0.691589,11
0.694521,0.663551,12
0.621005,0.621495,13
0.63379,0.649533,14
0.661187,0.640187,15
0.674886,0.682243,16
0.615525,0.61215,17
0.583562,0.556075,18
0.533333,0.537383,19
0.473973,0.453271,20
0.473973,0.443925,21
0.497717,0.509346,22
0.471689,0.485981,23
0.3621,0.378505,0
0.307306,0.32243,1
0.270776,0.266355,2
0.243379,0.224299,3
0.252511,0.242991,4
0.238813,0.266355,5
0.215982,0.214953,6
0.394064,0.35514,7
0.553881,0.588785,8
0.73653,0.747664,9
0.727397,0.771028,10
0.692694,0.696262,11
0.672603,0.668224,12
0.594977,0.584112,13
0.608676,0.593458,14
0.613242,0.626168,15
0.640639,0.640187,16
0.60411,0.593458,17
0.553881,0.528037,18
0.448858,0.481308,19
0.43516,0.434579,20
0.444292,0.420561,21
0.480822,0.457944,22
0.426027,0.448598,23
0.386758,0.401869,0
0.322831,0.336449,1
0.268037,0.271028,2
0.217808,0.257009,3
0.226941,0.242991,4
0.226941,0.285047,5
0.199543,0.238318,6
0.358447,0.373832,7
0.53653,0.574766,8
0.655251,0.663551,9
0.687215,0.714953,10
0.659817,0.67757,11
0.650685,0.64486,12
0.582192,0.626168,13
0.650685,0.607477,14
0.623288,0.579439,15
0.627854,0.649533,16
0.610502,0.588785,17
0.569406,0.551402,18
0.518265,0.271028,19
0.500913,0.453271,20
0.455251,0.434579,21
0.496347,0.485981,22
0.482648,0.485981,23
0.397717,0.406542,0
0.321005,0.331776,1
0.270776,0.28972,2
0.270776,0.233645,3
0.242922,0.247664,4
0.23379,0.257009,5
0.210959,0.233645,6
0.334247,0.350467,7
0.53516,0.537383,8
0.672146,0.67757,9
0.681279,0.67757,10
0.672146,0.67757,11
0.649315,0.64486,12
0.585388,0.579439,13
0.589954,0.593458,14
0.621918,0.630841,15
0.63105,0.630841,16
0.603653,0.607477,17
0.547489,0.528037,18
0.506393,0.5,19
0.460731,0.434579,20
0.433333,0.411215,21
0.478995,0.471963,22
0.478995,0.481308,23
0.359361,0.364486,0
0.290411,0.303738,1
0.294977,0.317757,2
0.263014,0.242991,3
0.240183,0.238318,4
0.235616,0.242991,5
0.171689,0.172897,6
0.221918,0.257009,7
0.368037,0.369159,8
0.450228,0.471963,9
0.463927,0.495327,10
0.459361,0.476636,11
0.43653,0.443925,12
0.381735,0.383178,13
0.336073,0.331776,14
0.313242,0.313084,15
0.349772,0.35514,16
0.313242,0.336449,17
0.340639,0.336449,18
0.331507,0.336449,19
0.326941,0.317757,20
0.294064,0.303738,21
0.374886,0.369159,22
0.36758,0.369159,23
0.289954,0.285047,0
0.239726,0.266355,1
0.216895,0.233645,2
0.188584,0.196262,3
0.161187,0.186916,4
0.169406,0.191589,5
0.105479,0.126168,6
0.096347,0.116822,7
0.151142,0.172897,8
0.234247,0.219626,9
0.252511,0.247664,10
0.257078,0.271028,11
0.260731,0.261682,12
0.243379,0.238318,13
0.210502,0.238318,14
0.187671,0.196262,15
0.187671,0.200935,16
0.187671,0.200935,17
0.200913,0.214953,18
0.215525,0.233645,19
0.238356,0.257009,20
0.223744,0.261682,21
0.378995,0.378505,22
0.347032,0.350467,23
0.315982,0.32243,0
0.256621,0.266355,1
0.233333,0.219626,2
0.219635,0.205607,3
0.20137,0.21028,4
0.210502,0.214953,5
0.192237,0.200935,6
0.342009,0.38785,7
0.515525,0.560748,8
0.674429,0.668224,9
0.670776,0.658879,10
0.684475,0.691589,11
0.661187,0.658879,12
0.652055,0.635514,13
0.647489,0.64486,14
0.665753,0.67757,15
0.661187,0.658879,16
0.647489,0.649533,17
0.610959,0.574766,18
0.565297,0.537383,19
0.487671,0.46729,20
0.47032,0.457944,21
0.506849,0.495327,22
0.447489,0.462617,23
0.414612,0.420561,0
0.194977,0.327103,1
0.281279,0.280374,2
0.258447,0.266355,3
0.253881,0.261682,4
0.26621,0.285047,5
0.215068,0.224299,6
0.365753,0.38785,7
0.554338,0.584112,8
0.686758,0.700935,9
0.709589,0.714953,10
0.727854,0.742991,11
0.682192,0.714953,12
0.631963,0.630841,13
0.631963,0.654206,14
0.659361,0.663551,15
0.677626,0.700935,16
0.63653,0.649533,17
0.606849,0.61215,18
0.56484,0.574766,19
0.510046,0.504673,20
0.46895,0.453271,21
0.490868,0.504673,22
0.477169,0.490654,23
0.403653,0.439252,0
0.330594,0.32243,1
0.252968,0.261682,2
0.256164,0.271028,3
0.2379,0.252336,4
0.242466,0.238318,5
0.228767,0.247664,6
0.393151,0.364486,7
0.577626,0.574766,8
0.673516,0.682243,9
0.706849,0.719626,10
0.706849,0.696262,11
0.697717,0.672897,12
0.620091,0.607477,13
0.629224,0.626168,14
0.638356,0.649533,15
0.647489,0.616822,16
0.624201,0.61215,17
0.586758,0.560748,18
0.528311,0.53271,19
0.46895,0.476636,20
0.43242,0.415888,21
0.496347,0.495327,22
0.478539,0.5,23
0.43242,0.401869,0
0.345662,0.350467,1
0.313242,0.285047,2
0.244749,0.242991,3
0.258447,0.275701,4
0.249315,0.271028,5
0.26758,0.257009,6
0.36347,0.364486,7
0.587215,0.570093,8
0.792694,0.686916,9
0.698174,0.733645,10
0.721918,0.738318,11
0.685388,0.682243,12
0.616895,0.649533,13
0.629224,0.635514,14
0.66484,0.682243,15
0.652055,0.700935,16
0.66484,0.626168,17
0.550685,0.570093,18
0.541553,0.537383,19
0.477626,0.485981,20
0.445662,0.443925,21
0.491324,0.509346,22
0.493151,0.509346,23
0.411872,0.429907,0
0.315982,0.327103,1
0.284018,0.299065,2
0.23379,0.238318,3
0.242922,0.257009,4
0.242009,0.252336,5
0.191781,0.233645,6
0.410959,0.369159,7
0.584475,0.579439,8
0.770776,0.71028,9
0.736986,0.761682,10
0.723288,0.752336,11
0.727854,0.71028,12
0.641096,0.658879,13
0.642922,0.668224,14
0.638356,0.686916,15
0.636986,0.64486,16
0.587671,0.616822,17
0.555708,0.546729,18
0.523744,0.528037,19
0.452511,0.457944,20
0.50274,0.485981,21
0.413242,0.476636,22
0.488128,0.439252,23
0.389498,0.392523,0
0.208219,0.294393,1
0.257078,0.247664,2
0.238813,0.238318,3
0.2379,0.242991,4
0.209589,0.214953,5
0.163927,0.172897,6
0.227854,0.252336,7
0.342009,0.359813,8
0.432877,0.443925,9
0.467123,0.471963,10
0.457991,0.490654,11
0.457991,0.476636,12
0.366667,0.369159,13
0.318721,0.345794,14
0.315525,0.327103,15
